stop_id, stop_code, stop_name, stop_desc, stop_lat, stop_lon, zone_id, stop_url, location_type, parent_station, stop_timezone, wheelchair_boarding
21, 733, "Ābeles", , 56.7193466, 24.1112348, 21, , , , , 
22, 733, "Ābeles", , 56.7202383, 24.1114136, 22, , , , , 
34, 922, "Ādiņas", , 56.8796140, 24.1729634, 34, , , , , 
35, 922, "Ādiņas", , 56.8797002, 24.1728810, 35, , , , , 
42, 5542, "Aizklāņi", , 57.6672248, 22.5702412, 42, , , , , 
43, 5542, "Aizklāņi", , 57.6678935, 22.5705806, 43, , , , , 
48, 8281, "Aizkraukles pagasts", , 56.6169493, 25.2188174, 48, , , , , 
64, 2676, "Akmeņkalni", , 57.7444896, 24.3942193, 64, , , , , 
66, 3741, "Akmeņu iela", , 56.8044805, 24.6103194, 66, , , , , 
69, 9609, "Aknīstes vidusskola", , 56.1633306, 25.7369725, 69, , , , , 
112, 7526, "Apsāni", , 56.2102135, 26.9411628, 112, , , , , 
116, 2847, "Apšukalni", , 56.8160908, 24.0627968, 116, , , , , 
117, 2847, "Apšukalni", , 56.8164660, 24.0629910, 117, , , , , 
126, 2203, "Ārdava", , 56.1416046, 26.8297349, 126, , , , , 
127, 5576, "Arodskola", , 56.6081633, 25.2587349, 127, , , , , 
145, 4073, "Atpiļi", , 57.5571102, 25.7327833, 145, , , , , 
146, 4073, "Atpiļi", , 57.5574759, 25.7338654, 146, , , , , 
171, 5599, "Aurora", , 56.8340187, 24.1039964, 171, , , , , 
180, 541, "Austrumi", , 56.6702355, 25.3525853, 180, , , , , 
185, 1079, "Aviators", , 56.7241279, 24.2137395, 185, , , , , 
186, 1079, "Aviators", , 56.7250828, 24.2119395, 186, , , , , 
197, 5622, "Katlakalna tautas nams", , 56.8755051, 24.1792433, 197, , , , , 
198, 5622, "Katlakalna tautas nams", , 56.8755873, 24.1787122, 198, , , , , 
221, 5740, "Sporta iela", , 57.5090260, 24.7095091, 221, , , , , 
237, 5769, "PII Zeltrīti", , 56.8899591, 24.0506797, 237, , , , , 
242, 5790, "Attekas iela", , 57.0730740, 24.3326200, 242, , , , , 
252, 759, "Laivu iela", , 56.7214741, 24.7800141, 252, , , , , 
253, 759, "Laivu iela", , 56.7219064, 24.7784314, 253, , , , , 
258, 6182, "DIS Gaujmala", , 57.1338089, 24.3080891, 258, , , , , 
362, 969, "Baloži", , 56.8760993, 24.1221597, 362, , , , , 
363, 969, "Baloži", , 56.8764612, 24.1231736, 363, , , , , 
366, 3594, "Baloži", , 56.8631200, 22.4045062, 366, , , , , 
368, 5877, "Baložu skola", , 56.8748685, 24.1188586, 368, , , , , 
369, 3961, "Baložu stacija", , 56.8453168, 24.0462022, 369, , , , , 
370, 3961, "Baložu stacija", , 56.8459159, 24.0471121, 370, , , , , 
371, 5879, "Baltais flīģelis", , 57.1526336, 24.8480068, 371, , , , , 
379, 5880, "Banga", , 57.5084678, 22.7953638, 379, , , , , 
380, 5880, "Banga", , 57.5080927, 22.7966787, 380, , , , , 
383, 164, "Bārdaskrogs", , 57.5708127, 26.9550200, 383, , , , , 
393, 4320, "Baznīca", , 56.7422823, 24.3922178, 393, , , , , 
394, 4320, "Baznīca", , 56.7423410, 24.3938648, 394, , , , , 
410, 3820, "Beļauski", , 56.8444116, 27.1084887, 410, , , , , 
411, 3820, "Beļauski", , 56.8445379, 27.1081708, 411, , , , , 
451, 5906, "Beta", , 56.6056921, 25.2633091, 451, , , , , 
452, 5906, "Beta", , 56.6051054, 25.2640007, 452, , , , , 
469, 5920, "Olaines 2. vidusskola", , 56.7824880, 23.9320123, 469, , , , , 
471, 5923, "Stacijas iela", , 56.7814383, 23.9357896, 471, , , , , 
472, 5924, "Koledža", , 56.7876055, 23.9430930, 472, , , , , 
473, 3652, "Dzelzceļnieku ciems", , 56.8060940, 23.9923270, 473, , , , , 
474, 3652, "Dzelzceļnieku ciems", , 56.8069432, 23.9933470, 474, , , , , 
476, 5928, "Rīgas iela", , 56.7918278, 23.9464890, 476, , , , , 
477, 5928, "Rīgas iela", , 56.7920887, 23.9467877, 477, , , , , 
478, 5931, "Olaines 1. vidusskola", , 56.7882269, 23.9407410, 478, , , , , 
479, 5933, "Zeiferta iela", , 56.7890908, 23.9386672, 479, , , , , 
480, 5933, "Zeiferta iela", , 56.7895017, 23.9376064, 480, , , , , 
481, 5935, "Jelgavas iela", , 56.7880288, 23.9347189, 481, , , , , 
482, 5935, "Jelgavas iela", , 56.7884314, 23.9353104, 482, , , , , 
483, 5937, "Veselības iela", , 56.7856308, 23.9351114, 483, , , , , 
484, 5937, "Veselības iela", , 56.7860032, 23.9343731, 484, , , , , 
485, 5952, "Pašvaldība", , 56.7842079, 23.9362863, 485, , , , , 
486, 5952, "Pašvaldība", , 56.7842944, 23.9367725, 486, , , , , 
512, 5968, "Biržas iela", , 56.5409195, 27.7109134, 512, , , , , 
513, 5968, "Biržas iela", , 56.5406187, 27.7106812, 513, , , , , 
518, 2078, "Bites", , 56.7509036, 24.1071135, 518, , , , , 
519, 2078, "Bites", , 56.7514785, 24.1075459, 519, , , , , 
520, 633, "Bites", , 56.3140231, 21.0932286, 520, , , , , 
521, 3922, "Blankas", , 57.9143279, 25.0403453, 521, , , , , 
522, 3922, "Blankas", , 57.9154207, 25.0393852, 522, , , , , 
530, 1122, "Blusi", , 55.9467867, 27.5324922, 530, , , , , 
563, 7416, "Brocēnu krustojums", , 56.6841154, 22.5659159, 563, , , , , 
598, 332, "Celtnieks", , 56.7072146, 24.1130197, 598, , , , , 
599, 332, "Celtnieks", , 56.7074881, 24.1132538, 599, , , , , 
611, 1444, "Cenas", , 56.7033780, 23.8161090, 611, , , , , 
612, 1444, "Cenas", , 56.7040442, 23.8169422, 612, , , , , 
615, 9399, "Centrālā slimnīca", , 56.5530640, 21.0916120, 615, , , , , 
623, 2017, "Ceriņi", , 56.6992517, 24.0695909, 623, , , , , 
624, 2017, "Ceriņi", , 56.6993950, 24.0685375, 624, , , , , 
636, 4522, "Cielavas", , 56.8950037, 23.8032144, 636, , , , , 
647, 6086, "Cirsmas", , 56.9680660, 24.6616612, 647, , , , , 
648, 6086, "Cirsmas", , 56.9683206, 24.6608548, 648, , , , , 
649, 7376, "Cirši", , 55.9421439, 26.7183214, 649, , , , , 
650, 7376, "Cirši", , 55.9421502, 26.7181754, 650, , , , , 
659, 6598, "Jēkabpils (Cukurfabrikas iela)", , 56.5173228, 25.8539961, 659, , , , , 
660, 6092, "Čabas", , 56.7688987, 24.6466628, 660, , , , , 
663, 4231, "Čagas", , 56.8029802, 24.2485378, 663, , , , , 
676, 2816, "Dākas", , 56.6968506, 24.3286112, 676, , , , , 
677, 2816, "Dākas", , 56.6973009, 24.3294358, 677, , , , , 
685, 4953, "Dambji", , 56.7993373, 24.0747097, 685, , , , , 
686, 4953, "Dambji", , 56.8004054, 24.0748158, 686, , , , , 
700, 3560, "Darbnīcas", , 57.2872425, 26.4324518, 700, , , , , 
701, 3560, "Darbnīcas", , 57.2875064, 26.4327966, 701, , , , , 
737, 374, "Dāvji", , 56.7113887, 24.1124492, 737, , , , , 
738, 374, "Dāvji", , 56.7120825, 24.1126215, 738, , , , , 
742, 1512, "Degļupe 1", , 57.2056027, 26.1242319, 742, , , , , 
743, 1512, "Degļupe 1", , 57.2058220, 26.1266647, 743, , , , , 
755, 3851, "Dimanti", , 56.8289668, 24.2314719, 755, , , , , 
756, 3851, "Dimanti", , 56.8295881, 24.2317330, 756, , , , , 
817, 9506, "DUS", , 56.5289681, 27.7370048, 817, , , , , 
823, 4731, "Dzelzceļa pārbrauktuve", , 56.8596809, 24.3485628, 823, , , , , 
824, 4731, "Dzelzceļa pārbrauktuve", , 56.8601796, 24.3493691, 824, , , , , 
840, 9503, "Dzirnavu iela", , 56.5364451, 27.7327604, 840, , , , , 
841, 1794, "Dzirnavu iela", , 56.7429946, 24.3794652, 841, , , , , 
842, 1794, "Dzirnavu iela", , 56.7430369, 24.3780497, 842, , , , , 
843, 4846, "Dzirnieki", , 56.5657254, 23.8744929, 843, , , , , 
844, 4846, "Dzirnieki", , 56.5657655, 23.8743328, 844, , , , , 
853, 6205, "Egļuciems", , 56.9636203, 23.8596291, 853, , , , , 
854, 6205, "Egļuciems", , 56.9636801, 23.8606393, 854, , , , , 
855, 554, "Krustkalni", , 56.8955199, 24.1410601, 855, , , , , 
862, 3341, "Enerģētiķi", , 56.9149029, 24.3351473, 862, , , , , 
863, 3341, "Enerģētiķi", , 56.9149677, 24.3364298, 863, , , , , 
877, 220, "Ērgļu klintis", , 57.3541116, 25.2610016, 877, , , , , 
878, 2990, "Ermiķi", , 57.3176829, 26.8971868, 878, , , , , 
879, 2990, "Ermiķi", , 57.3179242, 26.8956419, 879, , , , , 
916, 9577, "Galenieki", , 56.6455105, 23.2553178, 916, , , , , 
918, 4100, "Garkalne", , 57.0741820, 24.4361620, 918, , , , , 
924, 6232, "Garupe", , 57.1141423, 24.2409421, 924, , , , , 
925, 6232, "Garupe", , 57.1142571, 24.2412553, 925, , , , , 
939, 4686, "Glinovka", , 55.8349104, 26.6022887, 939, , , , , 
940, 4686, "Glinovka", , 55.8356657, 26.6004087, 940, , , , , 
959, 4546, "Grēnes", , 56.7939995, 23.9690978, 959, , , , , 
960, 4546, "Grēnes", , 56.7941884, 23.9687642, 960, , , , , 
971, 3237, "Gundegas", , 55.8384539, 26.5264004, 971, , , , , 
972, 3237, "Gundegas", , 55.8388261, 26.5265620, 972, , , , , 
984, 6299, "Ģimnāzija", , 56.4998054, 25.8565359, 984, , , , , 
1021, 2529, "Institūta iela", , 57.1500958, 24.8911295, 1021, , , , , 
1022, 6308, "Institūts", , 56.9428230, 24.2846374, 1022, , , , , 
1023, 6308, "Institūts", , 56.9430090, 24.2835417, 1023, , , , , 
1039, 9508, "Isnauda", , 56.5251981, 27.7364747, 1039, , , , , 
1059, 6315, "Jāņukalns", , 56.9596377, 24.6217675, 1059, , , , , 
1060, 6315, "Jāņukalns", , 56.9589848, 24.6206877, 1060, , , , , 
1061, 1722, "Jāņukrogs", , 56.7230209, 23.1473073, 1061, , , , , 
1062, 1722, "Jāņukrogs", , 56.7238523, 23.1463348, 1062, , , , , 
1063, 1330, "Jāņupe", , 56.6938064, 24.1108107, 1063, , , , , 
1064, 1330, "Jāņupe", , 56.6939968, 24.1118577, 1064, , , , , 
1086, 6321, "Jaunmārupes pamatskola", , 56.8801709, 23.9459523, 1086, , , , , 
1133, 6333, "Kadagas ceļš", , 57.0927922, 24.3606864, 1133, , , , , 
1134, 6333, "Kadagas ceļš", , 57.0932654, 24.3621623, 1134, , , , , 
1137, 2886, "Kaive", , 57.0550629, 25.6246279, 1137, , , , , 
1172, 493, "Kalnciema ceļš", , 56.6575254, 23.7420283, 1172, , , , , 
1183, 4920, "Kalniņi", , 56.7827410, 24.0938191, 1183, , , , , 
1184, 4920, "Kalniņi", , 56.7831348, 24.0929663, 1184, , , , , 
1200, 9363, "Kangaru stacija", , 56.9408939, 24.6120507, 1200, , , , , 
1228, 5353, "Karjers", , 56.9592853, 22.9420806, 1228, , , , , 
1229, 5353, "Karjers", , 56.9597873, 22.9410301, 1229, , , , , 
1251, 3608, "Katoļu baznīca", , 57.7511014, 24.3582154, 1251, , , , , 
1265, 2046, "Kazanova", , 55.9434963, 27.1623106, 1265, , , , , 
1266, 2046, "Kazanova", , 55.9444802, 27.1623189, 1266, , , , , 
1269, 3368, "Kažoki", , 56.7161889, 24.2331694, 1269, , , , , 
1270, 3368, "Kažoki", , 56.7165517, 24.2320747, 1270, , , , , 
1307, 1095, "Kokaudzētava", , 56.6144462, 25.7840515, 1307, , , , , 
1308, 2848, "Kokini", , 55.9705991, 26.7100008, 1308, , , , , 
1309, 2848, "Kokini", , 55.9706931, 26.7100160, 1309, , , , , 
1312, 1143, "Koltovi", , 56.7948879, 27.2513243, 1312, , , , , 
1313, 1143, "Koltovi", , 56.7949158, 27.2517694, 1313, , , , , 
1321, 1919, "Kori", , 57.7105512, 24.6409666, 1321, , , , , 
1322, 1919, "Kori", , 57.7108763, 24.6404582, 1322, , , , , 
1399, 2461, "Kubas", , 56.7497057, 24.3423164, 1399, , , , , 
1400, 2461, "Kubas", , 56.7500637, 24.3419794, 1400, , , , , 
1435, 7622, "Kursīši 2", , 57.3810468, 24.4056072, 1435, , , , , 
1445, 2875, "Kvašņeva", , 56.9806121, 27.6162769, 1445, , , , , 
1446, 2875, "Kvašņeva", , 56.9806919, 27.6164308, 1446, , , , , 
1455, 213, "Ķesterciems", , 57.1163570, 23.2268802, 1455, , , , , 
1456, 213, "Ķesterciems", , 57.1165270, 23.2271301, 1456, , , , , 
1465, 510, "Ķipari", , 57.1628240, 24.8878028, 1465, , , , , 
1488, 2105, "L.Paegles iela", , 56.5349257, 27.6974927, 1488, , , , , 
1517, 6438, "Lapiņu dambis", , 56.8781117, 24.0668252, 1517, , , , , 
1518, 6438, "Lapiņu dambis", , 56.8791232, 24.0675840, 1518, , , , , 
1519, 6444, "Lapsas", , 56.9052527, 23.8337899, 1519, , , , , 
1525, 9502, "Latgales šķērsiela", , 56.5313765, 27.7369469, 1525, , , , , 
1538, 3561, "Lazdas", , 56.6969156, 24.0842602, 1538, , , , , 
1539, 3561, "Lazdas", , 56.6983236, 24.0813981, 1539, , , , , 
1552, 4293, "Leimaņi", , 57.5669879, 25.8114060, 1552, , , , , 
1553, 4293, "Leimaņi", , 57.5674993, 25.8107615, 1553, , , , , 
1563, 3566, "Lībieši", , 56.6991626, 24.0756931, 1563, , , , , 
1564, 3566, "Lībieši", , 56.6993145, 24.0746709, 1564, , , , , 
1565, 1721, "Lībieši", , 56.2733437, 24.1316859, 1565, , , , , 
1580, 2670, "Lielauce", , 56.5226998, 22.8957944, 1580, , , , , 
1584, 270, "Lielie Garanči", , 56.5013574, 27.2961690, 1584, , , , , 
1590, 6450, "Lielplatone", , 56.4513115, 23.6660021, 1590, , , , , 
1596, 9374, "Liepājas iela", , 56.8568084, 26.2077384, 1596, , , , , 
1597, 2748, "Liepas", , 56.6856806, 24.1271052, 1597, , , , , 
1598, 4749, "Liepas", , 56.4062324, 24.7303236, 1598, , , , , 
1599, 4749, "Liepas", , 56.4063875, 24.7292521, 1599, , , , , 
1613, 6454, "Liepziedi", , 56.9432688, 24.2574394, 1613, , , , , 
1614, 6454, "Liepziedi", , 56.9433756, 24.2565183, 1614, , , , , 
1628, 6456, "Lindes", , 56.8870500, 24.0709240, 1628, , , , , 
1629, 6456, "Lindes", , 56.8883062, 24.0719377, 1629, , , , , 
1654, 9544, "Lupandu ciems", , 55.7931101, 27.5376463, 1654, , , , , 
1674, 6460, "Mākslas skola", , 56.5981015, 25.2476039, 1674, , , , , 
1675, 6460, "Mākslas skola", , 56.5979920, 25.2474767, 1675, , , , , 
1682, 6461, "Mārasciems", , 56.8898354, 24.0377026, 1682, , , , , 
1693, 269, "Mazie Garanči", , 56.5092365, 27.3109721, 1693, , , , , 
1698, 3894, "Mazlūkas", , 56.7762701, 24.1105922, 1698, , , , , 
1699, 3894, "Mazlūkas", , 56.7767141, 24.1104192, 1699, , , , , 
1700, 3669, "Mazpūķi", , 56.7693599, 24.7723137, 1700, , , , , 
1701, 3669, "Mazpūķi", , 56.7695154, 24.7720075, 1701, , , , , 
1708, 3555, "Medņi", , 56.6992094, 24.0611668, 1708, , , , , 
1709, 3555, "Medņi", , 56.6993010, 24.0602849, 1709, , , , , 
1716, 6463, "Medzābaki", , 57.1842774, 24.3440143, 1716, , , , , 
1717, 6463, "Medzābaki", , 57.1858466, 24.3451920, 1717, , , , , 
1722, 978, "Meijas", , 56.8131817, 24.2652708, 1722, , , , , 
1723, 978, "Meijas", , 56.8132216, 24.2635631, 1723, , , , , 
1751, 4851, "Meža iela", , 56.8814359, 24.1396041, 1751, , , , , 
1752, 4851, "Meža iela", , 56.8814611, 24.1402020, 1752, , , , , 
1788, 6471, "Mežsargs", , 57.0690412, 24.4903192, 1788, , , , , 
1789, 6471, "Mežsargs", , 57.0701401, 24.4882114, 1789, , , , , 
1836, 6477, "Murjāņu iela", , 57.2558070, 24.4143700, 1836, , , , , 
1837, 6477, "Murjāņu iela", , 57.2559809, 24.4147687, 1837, , , , , 
1841, 9475, "Mūsas tilts", , 56.4004825, 24.1750215, 1841, , , , , 
1843, 6479, "Nagaiņi", , 57.1210511, 24.2998043, 1843, , , , , 
1844, 6479, "Nagaiņi", , 57.1213845, 24.2998020, 1844, , , , , 
1848, 9622, "Nākotnes ciems", , 56.6194128, 23.4429211, 1848, , , , , 
1849, 9622, "Nākotnes ciems", , 56.6194722, 23.4416905, 1849, , , , , 
1858, 1131, "Nauļāni", , 55.9839251, 27.6649551, 1858, , , , , 
1859, 1976, "Neicenieki", , 56.2760618, 26.3629566, 1859, , , , , 
1860, 1976, "Neicenieki", , 56.2761811, 26.3625959, 1860, , , , , 
1927, 4599, "Ozollejas", , 56.6936179, 24.0878001, 1927, , , , , 
1928, 4599, "Ozollejas", , 56.6948470, 24.0869746, 1928, , , , , 
1948, 1115, "Blankenfeldes pagrieziens", , 56.4188303, 23.5589085, 1948, , , , , 
1950, 1116, "Pagrieziens uz Birzniekiem", , 56.8310389, 24.0467750, 1950, , , , , 
1951, 1116, "Pagrieziens uz Birzniekiem", , 56.8312571, 24.0465999, 1951, , , , , 
1959, 3601, "Pagrieziens uz Dzērumiem", , 56.7102423, 24.2455023, 1959, , , , , 
1960, 3601, "Pagrieziens uz Dzērumiem", , 56.7107190, 24.2452414, 1960, , , , , 
1966, 531, "Pagrieziens uz Ieviņām", , 56.8608301, 24.0786879, 1966, , , , , 
1972, 4857, "Pagrieziens uz Ķekavu", , 56.7721207, 24.1108829, 1972, , , , , 
1973, 4857, "Pagrieziens uz Ķekavu", , 56.7725250, 24.1113175, 1973, , , , , 
1978, 2756, "Pagrieziens uz Olaini", , 56.7887843, 24.0758160, 1978, , , , , 
1979, 2756, "Pagrieziens uz Olaini", , 56.7893683, 24.0760483, 1979, , , , , 
1980, 532, "Pagrieziens uz Piņķiem", , 56.9457992, 23.9195543, 1980, , , , , 
1992, 4843, "Tukuma pagrieziens", , 57.0420142, 23.3769502, 1992, , , , , 
1993, 4843, "Tukuma pagrieziens", , 57.0411770, 23.3808234, 1993, , , , , 
1998, 3321, "Pakuļi", , 56.6298103, 23.8220352, 1998, , , , , 
1999, 3321, "Pakuļi", , 56.6299988, 23.8210444, 1999, , , , , 
2002, 1763, "Palejas", , 56.4076429, 24.7763479, 2002, , , , , 
2003, 1763, "Palejas", , 56.4077279, 24.7766370, 2003, , , , , 
2044, 2562, "Pērses tilts", , 56.6457606, 25.3874408, 2044, , , , , 
2053, 6505, "Pienavas centrs", , 56.7406042, 23.2482733, 2053, , , , , 
2087, 4129, "Pļavniekkalns", , 56.8725622, 24.1712515, 2087, , , , , 
2088, 4129, "Pļavniekkalns", , 56.8735779, 24.1701116, 2088, , , , , 
2089, 6512, "Pļavu iela", , 56.8823215, 23.9416675, 2089, , , , , 
2090, 6512, "Pļavu iela", , 56.8823743, 23.9418748, 2090, , , , , 
2143, 3327, "Pudinava 2", , 56.7245655, 27.7250708, 2143, , , , , 
2144, 3327, "Pudinava 2", , 56.7251544, 27.7249752, 2144, , , , , 
2171, 1829, "Puriņi", , 56.6907506, 24.0960514, 2171, , , , , 
2172, 1829, "Puriņi", , 56.6908780, 24.0950776, 2172, , , , , 
2192, 6542, "Radiocentrs", , 56.9428892, 24.2697824, 2192, , , , , 
2193, 6542, "Radiocentrs", , 56.9430443, 24.2691749, 2193, , , , , 
2194, 1145, "Radiotehnika", , 56.7255937, 24.1879952, 2194, , , , , 
2195, 1145, "Radiotehnika", , 56.7256074, 24.1881919, 2195, , , , , 
2210, 3398, "Rāmava", , 56.8919230, 24.1482527, 2210, , , , , 
2214, 2425, "Rāmuļu skola", , 57.2117345, 25.4135210, 2214, , , , , 
2215, 2425, "Rāmuļu skola", , 57.2121456, 25.4129870, 2215, , , , , 
2239, 6546, "Remberģi", , 57.0668870, 24.4781410, 2239, , , , , 
2240, 6546, "Remberģi", , 57.0632690, 24.4726110, 2240, , , , , 
2241, 1046, "Rencēni", , 57.1868789, 25.3252167, 2241, , , , , 
2242, 1046, "Rencēni", , 57.1852346, 25.3252787, 2242, , , , , 
2253, 554, "Krustkalni", , 56.8943488, 24.1421639, 2253, , , , , 
2290, 4557, "Rožkalni", , 56.7283005, 24.1979123, 2290, , , , , 
2291, 4557, "Rožkalni", , 56.7285623, 24.1968487, 2291, , , , , 
2330, 2734, "Rūpnieki", , 57.3305072, 26.9956781, 2330, , , , , 
2331, 2734, "Rūpnieki", , 57.3306088, 26.9955742, 2331, , , , , 
2353, 559, "Sanatorija "Dzintarkrasts"", , 56.9691507, 23.5739474, 2353, , , , , 
2354, 559, "Sanatorija "Dzintarkrasts"", , 56.9696410, 23.5719250, 2354, , , , , 
2367, 285, "Sarma", , 56.8957141, 24.1474051, 2367, , , , , 
2368, 285, "Sarma", , 56.8971524, 24.1474443, 2368, , , , , 
2384, 2745, "Saurieši", , 56.9121154, 24.3644115, 2384, , , , , 
2387, 6564, "SCO", , 56.6416033, 23.2628185, 2387, , , , , 
2392, 6600, "Sējas iela", , 56.9121059, 24.0654088, 2392, , , , , 
2393, 6600, "Sējas iela", , 56.9123317, 24.0660563, 2393, , , , , 
2416, 9507, "SIA Strāva", , 56.5291107, 27.6954570, 2416, , , , , 
2426, 2772, "Silabrieži", , 56.9149914, 24.3043311, 2426, , , , , 
2427, 2772, "Silabrieži", , 56.9148721, 24.3071683, 2427, , , , , 
2428, 6854, "Silamala", , 57.1064458, 27.1678464, 2428, , , , , 
2429, 1337, "Silava", , 56.8717774, 24.3530869, 2429, , , , , 
2430, 1337, "Silava", , 56.8722969, 24.3529244, 2430, , , , , 
2446, 4325, "Siljāņi", , 56.7583701, 25.6089000, 2446, , , , , 
2471, 573, "Skārduciems", , 56.9241227, 23.8558275, 2471, , , , , 
2479, 2571, "Skola", , 56.8264832, 24.2294322, 2479, , , , , 
2480, 2571, "Skola", , 56.8266293, 24.2296657, 2480, , , , , 
2486, 1906, "Skola", , 57.2185793, 27.3332859, 2486, , , , , 
2487, 1906, "Skola", , 57.2186073, 27.3331876, 2487, , , , , 
2490, 2906, "Valdemārpils Skola", , 57.3749307, 22.5945306, 2490, , , , , 
2491, 2906, "Valdemārpils Skola", , 57.3750142, 22.5940442, 2491, , , , , 
2513, 1953, "Skujupe", , 56.7412382, 24.1082529, 2513, , , , , 
2514, 1953, "Skujupe", , 56.7419005, 24.1083861, 2514, , , , , 
2525, 6650, "Slimnīca", , 57.1573152, 24.8446026, 2525, , , , , 
2527, 6652, "Ozolaine", , 57.5183880, 24.6854230, 2527, , , , , 
2537, 2445, "Smaidas", , 56.7204246, 24.2215911, 2537, , , , , 
2538, 2445, "Smaidas", , 56.7210176, 24.2205976, 2538, , , , , 
2562, 2346, "Spēlmaņi", , 56.8472444, 24.2496391, 2562, , , , , 
2563, 2346, "Spēlmaņi", , 56.8472508, 24.2480899, 2563, , , , , 
2566, 5200, "Spivakišķi", , 55.7734335, 26.5355082, 2566, , , , , 
2567, 5200, "Spivakišķi", , 55.7741762, 26.5350227, 2567, , , , , 
2587, 9362, "Kangaru stacija", , 56.9407983, 24.6138032, 2587, , , , , 
2594, 586, "Stacijas iela", , 57.2434617, 24.4019746, 2594, , , , , 
2595, 586, "Stacijas iela", , 57.2440905, 24.4028699, 2595, , , , , 
2596, 585, "Stacijas iela", , 57.0444652, 24.4140147, 2596, , , , , 
2597, 585, "Stacijas iela", , 57.0447570, 24.4152760, 2597, , , , , 
2598, 9433, "Stadions", , 57.7688298, 26.0115103, 2598, , , , , 
2622, 3761, "Stopiņi", , 56.8998724, 24.3647645, 2622, , , , , 
2623, 3761, "Stopiņi", , 56.9005671, 24.3652355, 2623, , , , , 
2647, 6686, "Strēlnieki", , 57.1169190, 24.3132428, 2647, , , , , 
2648, 6686, "Strēlnieki", , 57.1172276, 24.3148718, 2648, , , , , 
2658, 915, "Stūnīšu ezers", , 56.8689120, 24.0626257, 2658, , , , , 
2659, 915, "Stūnīšu ezers", , 56.8698311, 24.0631847, 2659, , , , , 
2660, 4859, "Stūri 1", , 56.6874770, 24.3164675, 2660, , , , , 
2661, 4859, "Stūri 1", , 56.6879955, 24.3170716, 2661, , , , , 
2674, 4353, "Sudrabi", , 57.3238208, 26.9436235, 2674, , , , , 
2675, 4353, "Sudrabi", , 57.3244206, 26.9457592, 2675, , , , , 
2677, 1427, "Sūkņu stacija", , 56.8835100, 24.1468489, 2677, , , , , 
2678, 1427, "Sūkņu stacija", , 56.8835385, 24.1474038, 2678, , , , , 
2692, 6694, "Mārupītes gatve", , 56.9004681, 24.0462325, 2692, , , , , 
2702, 6696, "Šokolāde", , 57.1445957, 24.8435790, 2702, , , , , 
2705, 3717, "Štrausi", , 56.9058049, 24.1462472, 2705, , , , , 
2706, 3717, "Štrausi", , 56.9069815, 24.1462715, 2706, , , , , 
2719, 3584, "Tautas nams", , 57.0815665, 24.8290408, 2719, , , , , 
2750, 9505, "Tirgus iela", , 56.5460911, 27.7260008, 2750, , , , , 
2761, 594, "Tuberkulozes slimnīca", , 56.9268854, 24.3702939, 2761, , , , , 
2762, 594, "Tuberkulozes slimnīca", , 56.9263386, 24.3705284, 2762, , , , , 
2767, 2058, "Turki", , 56.4483854, 26.2691606, 2767, , , , , 
2768, 2058, "Turki", , 56.4483685, 26.2688149, 2768, , , , , 
2773, 6715, "TV tornis", , 57.1640457, 24.8783058, 2773, , , , , 
2777, 1349, "Ukri", , 56.3435626, 23.0605253, 2777, , , , , 
2807, 1048, "Ustje", , 56.0745963, 27.5459633, 2807, , , , , 
2812, 6736, "Kalnciems", , 56.7996789, 23.6079245, 2812, , , , , 
2823, 6739, "V.Strūves iela", , 56.5005043, 25.8554837, 2823, , , , , 
2843, 3264, "Valdlauču centrs", , 56.9012444, 24.1466270, 2843, , , , , 
2844, 3264, "Valdlauču centrs", , 56.9025017, 24.1467609, 2844, , , , , 
2876, 4323, "Veckalni", , 56.7259401, 24.2055241, 2876, , , , , 
2877, 4323, "Veckalni", , 56.7260973, 24.2054775, 2877, , , , , 
2879, 5231, "Krapes muiža", , 56.7447988, 25.1008043, 2879, , , , , 
2888, 2854, "Vecsalaca", , 57.7542831, 24.4021562, 2888, , , , , 
2893, 5558, "Vecstrūžāni", , 56.7472025, 27.1876781, 2893, , , , , 
2910, 9522, "Vējkrogs", , 57.4116748, 25.2235343, 2910, , , , , 
2914, 5162, "Velnadobe", , 56.6097019, 25.0055025, 2914, , , , , 
2915, 5162, "Velnadobe", , 56.6099530, 25.0061371, 2915, , , , , 
2952, 1925, "Vidēji", , 56.8796714, 24.1675909, 2952, , , , , 
2953, 1925, "Vidēji", , 56.8797372, 24.1676973, 2953, , , , , 
2963, 9621, "Vidzemes šoseja", , 57.1527322, 24.8886439, 2963, , , , , 
2971, 6806, "Vīkuļi", , 56.9380628, 23.8634739, 2971, , , , , 
2989, 1113, "Vingri", , 56.2059050, 26.4640156, 2989, , , , , 
2990, 1113, "Vingri", , 56.2061544, 26.4634576, 2990, , , , , 
2991, 2513, "Vīnkalni", , 57.0771926, 23.2714196, 2991, , , , , 
2992, 2513, "Vīnkalni", , 57.0777836, 23.2704064, 2992, , , , , 
3054, 4696, "Zelči", , 56.9211706, 27.3604465, 3054, , , , , 
3055, 4696, "Zelči", , 56.9210831, 27.3603517, 3055, , , , , 
3060, 1439, "Zeltiņi", , 56.8837464, 24.3613906, 3060, , , , , 
3061, 1439, "Zeltiņi", , 56.8851186, 24.3614444, 3061, , , , , 
3109, 2325, "Zilupe", , 56.3903614, 28.1174077, 3109, , , , , 
