service_id, date, exception_type
73782, 20210405, 2
73782, 20210504, 2
73782, 20210623, 2
73782, 20210624, 2
75172, 20210405, 2
75172, 20210504, 2
75172, 20210623, 2
75172, 20210624, 2
75336, 20210404, 1
75337, 20210404, 1
75338, 20210504, 2
75338, 20210901, 1
75338, 20210902, 1
75338, 20210903, 1
75338, 20210906, 1
75338, 20210907, 1
75338, 20210908, 1
75338, 20210909, 1
75338, 20210910, 1
75338, 20210913, 1
75338, 20210914, 1
75338, 20210915, 1
75338, 20210916, 1
75338, 20210917, 1
75365, 20210319, 1
75365, 20210322, 1
75365, 20210323, 1
75365, 20210324, 1
75365, 20210325, 1
75365, 20210326, 1
75365, 20210329, 1
75365, 20210330, 1
75365, 20210331, 1
75365, 20210401, 1
75365, 20210402, 1
75365, 20210405, 1
75365, 20210406, 1
75368, 20210405, 2
75368, 20210504, 2
75368, 20210623, 2
75368, 20210624, 2
75376, 20210405, 2
75376, 20210504, 2
75376, 20210623, 2
75376, 20210624, 2
75377, 20210404, 1
75377, 20210501, 1
75378, 20210405, 2
75378, 20210504, 2
75378, 20210623, 2
75378, 20210624, 2
81159, 20210504, 2
81160, 20210504, 2
81162, 20210504, 2
81163, 20210504, 2
81167, 20210504, 2
81170, 20210504, 2
81171, 20210504, 2
81172, 20210504, 2
81173, 20210504, 2
81176, 20210405, 2
81176, 20210504, 2
81176, 20210623, 2
81176, 20210624, 2
81179, 20210405, 2
81179, 20210501, 2
81179, 20210504, 2
81179, 20210623, 2
81179, 20210624, 2
81180, 20210501, 2
81182, 20210504, 2
81183, 20210504, 2
81184, 20210504, 2
81185, 20210504, 2
81188, 20210405, 2
81188, 20210504, 2
81188, 20210623, 2
81188, 20210624, 2
81198, 20210504, 2
81200, 20210320, 2
81200, 20210327, 2
81200, 20210403, 2
81200, 20210405, 2
81200, 20210501, 2
81200, 20210504, 2
81200, 20210623, 2
81200, 20210624, 2
81201, 20210320, 2
81201, 20210327, 2
81201, 20210403, 2
81201, 20210405, 2
81201, 20210501, 2
81201, 20210504, 2
81201, 20210623, 2
81201, 20210624, 2
81202, 20210405, 2
81202, 20210504, 2
81202, 20210623, 2
81202, 20210624, 2
81203, 20210405, 2
81203, 20210504, 2
81203, 20210623, 2
81203, 20210624, 2
81207, 20210404, 2
81209, 20210404, 2
81213, 20210404, 2
81213, 20210504, 2
81214, 20210404, 2
81214, 20210504, 2
81217, 20210405, 2
81218, 20210405, 2
81219, 20210405, 2
81219, 20210504, 2
81219, 20210623, 2
81219, 20210624, 2
81220, 20210405, 2
81220, 20210504, 2
81220, 20210623, 2
81220, 20210624, 2
81229, 20210320, 2
81229, 20210321, 2
81229, 20210327, 2
81229, 20210328, 2
81229, 20210403, 2
81229, 20210404, 2
81234, 20210320, 2
81234, 20210321, 2
81234, 20210327, 2
81234, 20210328, 2
81234, 20210403, 2
81234, 20210404, 2
81235, 20210320, 2
81235, 20210321, 2
81235, 20210327, 2
81235, 20210328, 2
81235, 20210403, 2
81235, 20210404, 2
81236, 20210320, 2
81236, 20210321, 2
81236, 20210327, 2
81236, 20210328, 2
81236, 20210403, 2
81236, 20210404, 2
81239, 20210402, 2
81239, 20210405, 2
81239, 20210504, 2
81240, 20210402, 2
81240, 20210405, 2
81240, 20210504, 2
81241, 20210624, 2
81242, 20210624, 2
81243, 20210405, 2
81243, 20210501, 2
81243, 20210504, 2
81243, 20210623, 2
81243, 20210624, 2
81244, 20210404, 2
81244, 20210405, 2
81244, 20210504, 2
81244, 20210623, 2
81244, 20210624, 2
81245, 20210404, 2
81245, 20210405, 2
81245, 20210504, 2
81245, 20210623, 2
81245, 20210624, 2
81247, 20210623, 2
81247, 20210624, 2
81249, 20210402, 2
81249, 20210405, 2
81249, 20210504, 2
81250, 20210405, 2
81250, 20210501, 2
81250, 20210504, 2
81250, 20210623, 2
81250, 20210624, 2
81251, 20210405, 2
81251, 20210501, 2
81251, 20210504, 2
81251, 20210623, 2
81251, 20210624, 2
81252, 20210501, 2
81253, 20210623, 2
81254, 20210623, 2
81255, 20210623, 2
81256, 20210623, 2
81259, 20210404, 2
81260, 20210404, 2
81263, 20210405, 2
81263, 20210504, 2
81263, 20210623, 2
81263, 20210624, 2
81264, 20210405, 2
81264, 20210504, 2
81264, 20210623, 2
81264, 20210624, 2
81273, 20210405, 2
81273, 20210504, 2
81273, 20210623, 2
81273, 20210624, 2
81274, 20210405, 2
81274, 20210504, 2
81274, 20210623, 2
81274, 20210624, 2
81306, 20210405, 2
81306, 20210504, 2
81306, 20210623, 2
81306, 20210624, 2
81307, 20210405, 2
81307, 20210504, 2
81307, 20210623, 2
81307, 20210624, 2
81309, 20210405, 2
81309, 20210504, 2
81309, 20210623, 2
81309, 20210624, 2
81310, 20210405, 2
81310, 20210504, 2
81310, 20210623, 2
81310, 20210624, 2
81313, 20210504, 2
81314, 20210504, 2
82158, 20210319, 2
82158, 20210322, 2
82158, 20210323, 2
82158, 20210324, 2
82158, 20210325, 2
82158, 20210326, 2
82158, 20210329, 2
82158, 20210330, 2
82158, 20210331, 2
82175, 20210319, 1
82179, 20210320, 2
82179, 20210327, 2
82180, 20210320, 2
82180, 20210327, 2
82206, 20210321, 2
82206, 20210328, 2
82214, 20210324, 2
82214, 20210331, 2
82215, 20210324, 2
82215, 20210331, 2
82222, 20210320, 2
82222, 20210321, 2
82222, 20210327, 2
82222, 20210328, 2
82235, 20210319, 1
82240, 20210319, 2
82240, 20210322, 2
82240, 20210323, 2
82240, 20210324, 2
82240, 20210325, 2
82240, 20210326, 2
82240, 20210329, 2
82240, 20210330, 2
82240, 20210331, 2
82254, 20210321, 2
82254, 20210328, 2
82268, 20210323, 2
82268, 20210330, 2
82269, 20210323, 2
82269, 20210330, 2
82276, 20210319, 2
82276, 20210323, 2
82276, 20210326, 2
82276, 20210330, 2
82587, 20210504, 2
82588, 20210504, 2
82597, 20210321, 2
82597, 20210328, 2
82597, 20210404, 2
82598, 20210402, 2
82598, 20210405, 2
82601, 20210319, 1
82601, 20210324, 1
82601, 20210326, 1
82601, 20210331, 1
82601, 20210402, 1
82602, 20210319, 1
82602, 20210324, 1
82602, 20210326, 1
82602, 20210331, 1
82602, 20210402, 1
82603, 20210319, 1
82603, 20210324, 1
82603, 20210326, 1
82603, 20210331, 1
82603, 20210402, 1
82607, 20210319, 1
82607, 20210324, 1
82607, 20210326, 1
82607, 20210331, 1
82607, 20210402, 1
82611, 20210504, 2
82613, 20210504, 2
82615, 20210504, 2
82616, 20210504, 2
82624, 20210320, 2
82624, 20210327, 2
82624, 20210403, 2
82625, 20210320, 2
82625, 20210327, 2
82625, 20210403, 2
82626, 20210504, 2
82627, 20210319, 1
82627, 20210322, 1
82627, 20210323, 1
82627, 20210324, 1
82627, 20210325, 1
82627, 20210326, 1
82627, 20210329, 1
82627, 20210330, 1
82627, 20210331, 1
82627, 20210401, 1
82627, 20210402, 1
82627, 20210405, 1
82627, 20210406, 1
82628, 20210319, 1
82628, 20210322, 1
82628, 20210323, 1
82628, 20210324, 1
82628, 20210325, 1
82628, 20210326, 1
82628, 20210329, 1
82628, 20210330, 1
82628, 20210331, 1
82628, 20210401, 1
82628, 20210402, 1
82628, 20210405, 1
82628, 20210406, 1
82630, 20210402, 2
82630, 20210404, 1
82630, 20210405, 2
82630, 20210501, 1
82631, 20210504, 2
82632, 20210319, 1
82632, 20210322, 1
82632, 20210324, 1
82632, 20210326, 1
82632, 20210329, 1
82632, 20210331, 1
82632, 20210402, 1
82632, 20210405, 1
82632, 20210602, 2
82632, 20210604, 2
82632, 20210607, 2
82632, 20210609, 2
82632, 20210611, 2
82632, 20210614, 2
82632, 20210616, 2
82632, 20210618, 2
82632, 20210621, 2
82632, 20210623, 2
82632, 20210625, 2
82632, 20210628, 2
82632, 20210630, 2
82632, 20210702, 2
82632, 20210705, 2
82632, 20210707, 2
82632, 20210709, 2
82632, 20210712, 2
82632, 20210714, 2
82632, 20210716, 2
82632, 20210719, 2
82632, 20210721, 2
82635, 20210319, 1
82635, 20210322, 1
82635, 20210324, 1
82635, 20210326, 1
82635, 20210329, 1
82635, 20210331, 1
82635, 20210402, 1
82635, 20210405, 1
82640, 20210504, 2
82641, 20210319, 1
82641, 20210322, 1
82641, 20210324, 1
82641, 20210326, 1
82641, 20210329, 1
82641, 20210331, 1
82641, 20210402, 1
82641, 20210405, 2
82643, 20210504, 2
82644, 20210319, 1
82644, 20210322, 1
82644, 20210324, 1
82644, 20210326, 1
82644, 20210329, 1
82644, 20210331, 1
82644, 20210402, 1
82644, 20210405, 2
82649, 20210405, 2
82654, 20210405, 2
82655, 20210402, 2
82655, 20210405, 2
82656, 20210402, 2
82656, 20210405, 2
82661, 20210323, 1
82661, 20210325, 1
82661, 20210330, 1
82661, 20210401, 1
82661, 20210406, 1
82663, 20210323, 1
82663, 20210325, 1
82663, 20210330, 1
82663, 20210401, 1
82663, 20210406, 1
84038, 20210405, 2
84038, 20210504, 2
84038, 20210623, 2
84038, 20210624, 2
84039, 20210405, 2
84039, 20210504, 2
84039, 20210623, 2
84039, 20210624, 2
84040, 20210404, 1
84040, 20210501, 1
84041, 20210404, 1
84041, 20210501, 1
84042, 20210405, 2
84042, 20210504, 2
84042, 20210623, 2
84042, 20210624, 2
84043, 20210405, 2
84043, 20210504, 2
84043, 20210623, 2
84043, 20210624, 2
84044, 20210405, 2
84044, 20210504, 2
84044, 20210623, 2
84044, 20210624, 2
84045, 20210405, 2
84045, 20210504, 2
84045, 20210623, 2
84045, 20210624, 2
84046, 20210405, 2
84046, 20210504, 2
84046, 20210623, 2
84046, 20210624, 2
84047, 20210405, 2
84047, 20210504, 2
84047, 20210623, 2
84047, 20210624, 2
84049, 20210405, 2
84049, 20210504, 2
84049, 20210623, 2
84049, 20210624, 2
84050, 20210404, 1
84050, 20210501, 1
84051, 20210405, 2
84051, 20210504, 2
84051, 20210623, 2
84051, 20210624, 2
84052, 20210405, 2
84052, 20210504, 2
84052, 20210623, 2
84052, 20210624, 2
84054, 20210405, 2
84054, 20210504, 2
84054, 20210623, 2
84054, 20210624, 2
84055, 20210405, 2
84055, 20210504, 2
84055, 20210623, 2
84055, 20210624, 2
84056, 20210405, 2
84056, 20210504, 2
84056, 20210623, 2
84056, 20210624, 2
84057, 20210405, 2
84057, 20210504, 2
84057, 20210623, 2
84057, 20210624, 2
84058, 20210405, 2
84058, 20210504, 2
84058, 20210623, 2
84058, 20210624, 2
84059, 20210405, 2
84059, 20210504, 2
84059, 20210623, 2
84059, 20210624, 2
84060, 20210405, 2
84060, 20210504, 2
84060, 20210623, 2
84060, 20210624, 2
84061, 20210405, 2
84061, 20210504, 2
84061, 20210623, 2
84061, 20210624, 2
84063, 20210405, 2
84063, 20210504, 2
84063, 20210623, 2
84063, 20210624, 2
84064, 20210405, 2
84064, 20210504, 2
84064, 20210623, 2
84064, 20210624, 2
84065, 20210405, 2
84065, 20210504, 2
84065, 20210623, 2
84065, 20210624, 2
84068, 20210404, 1
84068, 20210501, 1
84069, 20210404, 1
84069, 20210501, 1
84070, 20210404, 1
84070, 20210501, 1
84071, 20210404, 1
84071, 20210501, 1
84072, 20210404, 1
84072, 20210501, 1
84073, 20210404, 1
84073, 20210501, 1
84074, 20210404, 1
84074, 20210501, 1
84075, 20210404, 1
84075, 20210501, 1
84076, 20210404, 1
84076, 20210501, 1
84077, 20210320, 2
84077, 20210321, 2
84077, 20210327, 2
84077, 20210328, 2
84077, 20210403, 2
84077, 20210404, 2
84077, 20210501, 1
84078, 20210404, 1
84078, 20210501, 1
84086, 20210405, 2
84086, 20210504, 2
84086, 20210623, 2
84086, 20210624, 2
84087, 20210405, 2
84087, 20210504, 2
84087, 20210623, 2
84087, 20210624, 2
84093, 20210501, 2
84094, 20210504, 2
84094, 20210901, 1
84094, 20210902, 1
84094, 20210903, 1
84094, 20210906, 1
84094, 20210907, 1
84094, 20210908, 1
84094, 20210909, 1
84094, 20210910, 1
84094, 20210913, 1
84094, 20210914, 1
84094, 20210915, 1
84094, 20210916, 1
84094, 20210917, 1
84096, 20210504, 2
84096, 20210901, 1
84096, 20210902, 1
84096, 20210903, 1
84096, 20210906, 1
84096, 20210907, 1
84096, 20210908, 1
84096, 20210909, 1
84096, 20210910, 1
84096, 20210913, 1
84096, 20210914, 1
84096, 20210915, 1
84096, 20210916, 1
84096, 20210917, 1
84100, 20210405, 2
84100, 20210504, 2
84100, 20210623, 2
84100, 20210624, 2
84102, 20210405, 2
84102, 20210504, 2
84102, 20210623, 2
84102, 20210624, 2
84103, 20210405, 2
84103, 20210504, 2
84103, 20210623, 2
84103, 20210624, 2
84106, 20210405, 2
84106, 20210504, 2
84106, 20210623, 2
84106, 20210624, 2
84107, 20210405, 2
84107, 20210504, 2
84107, 20210623, 2
84107, 20210624, 2
84108, 20210405, 2
84108, 20210504, 2
84108, 20210623, 2
84108, 20210624, 2
84109, 20210405, 2
84109, 20210504, 2
84109, 20210623, 2
84109, 20210624, 2
84112, 20210504, 2
84112, 20210901, 1
84112, 20210902, 1
84112, 20210903, 1
84112, 20210906, 1
84112, 20210907, 1
84112, 20210908, 1
84112, 20210909, 1
84112, 20210910, 1
84112, 20210913, 1
84112, 20210914, 1
84112, 20210915, 1
84112, 20210916, 1
84112, 20210917, 1
84113, 20210504, 2
84113, 20210901, 1
84113, 20210902, 1
84113, 20210903, 1
84113, 20210906, 1
84113, 20210907, 1
84113, 20210908, 1
84113, 20210909, 1
84113, 20210910, 1
84113, 20210913, 1
84113, 20210914, 1
84113, 20210915, 1
84113, 20210916, 1
84113, 20210917, 1
84134, 20210404, 1
84134, 20210501, 1
84135, 20210405, 2
84135, 20210504, 2
84135, 20210623, 2
84135, 20210624, 2
84136, 20210405, 2
84136, 20210504, 2
84136, 20210623, 2
84136, 20210624, 2
84137, 20210405, 2
84137, 20210504, 2
84137, 20210623, 2
84137, 20210624, 2
84138, 20210405, 2
84138, 20210504, 2
84138, 20210623, 2
84138, 20210624, 2
84139, 20210405, 2
84139, 20210504, 2
84139, 20210623, 2
84139, 20210624, 2
84140, 20210405, 2
84140, 20210504, 2
84140, 20210623, 2
84140, 20210624, 2
84141, 20210405, 2
84141, 20210504, 2
84141, 20210623, 2
84141, 20210624, 2
84142, 20210405, 2
84142, 20210504, 2
84142, 20210623, 2
84142, 20210624, 2
84143, 20210405, 2
84143, 20210504, 2
84143, 20210623, 2
84143, 20210624, 2
84144, 20210405, 2
84144, 20210504, 2
84144, 20210623, 2
84144, 20210624, 2
84145, 20210405, 2
84145, 20210504, 2
84145, 20210623, 2
84145, 20210624, 2
84146, 20210405, 2
84146, 20210504, 2
84146, 20210623, 2
84146, 20210624, 2
84147, 20210405, 2
84147, 20210504, 2
84147, 20210623, 2
84147, 20210624, 2
84148, 20210405, 2
84148, 20210504, 2
84148, 20210623, 2
84148, 20210624, 2
84149, 20210405, 2
84149, 20210504, 2
84149, 20210623, 2
84149, 20210624, 2
84150, 20210405, 2
84150, 20210504, 2
84150, 20210623, 2
84150, 20210624, 2
84151, 20210405, 2
84151, 20210504, 2
84151, 20210623, 2
84151, 20210624, 2
84152, 20210404, 1
84152, 20210501, 1
84153, 20210404, 1
84153, 20210501, 1
84154, 20210404, 1
84154, 20210501, 1
84155, 20210404, 1
84155, 20210501, 1
84156, 20210404, 1
84156, 20210501, 1
84157, 20210404, 1
84157, 20210501, 1
84158, 20210404, 1
84158, 20210501, 1
84159, 20210404, 1
84159, 20210501, 1
84160, 20210404, 1
84160, 20210501, 1
84161, 20210404, 1
84161, 20210501, 1
84162, 20210404, 1
84162, 20210501, 1
84163, 20210405, 2
84163, 20210504, 2
84163, 20210623, 2
84163, 20210624, 2
84164, 20210404, 1
84164, 20210501, 1
84165, 20210405, 2
84165, 20210504, 2
84165, 20210623, 2
84165, 20210624, 2
84166, 20210405, 2
84166, 20210504, 2
84166, 20210623, 2
84166, 20210624, 2
84167, 20210405, 2
84167, 20210504, 2
84167, 20210623, 2
84167, 20210624, 2
84168, 20210405, 2
84168, 20210504, 2
84168, 20210623, 2
84168, 20210624, 2
84169, 20210405, 2
84169, 20210504, 2
84169, 20210623, 2
84169, 20210624, 2
84170, 20210405, 2
84170, 20210504, 2
84170, 20210623, 2
84170, 20210624, 2
84171, 20210405, 2
84171, 20210504, 2
84171, 20210623, 2
84171, 20210624, 2
84172, 20210405, 2
84172, 20210504, 2
84172, 20210623, 2
84172, 20210624, 2
84173, 20210405, 2
84173, 20210504, 2
84173, 20210623, 2
84173, 20210624, 2
84174, 20210405, 2
84174, 20210504, 2
84174, 20210623, 2
84174, 20210624, 2
84175, 20210405, 2
84175, 20210504, 2
84175, 20210623, 2
84175, 20210624, 2
84176, 20210405, 2
84176, 20210504, 2
84176, 20210623, 2
84176, 20210624, 2
84177, 20210405, 2
84177, 20210504, 2
84177, 20210623, 2
84177, 20210624, 2
84178, 20210405, 2
84178, 20210504, 2
84178, 20210623, 2
84178, 20210624, 2
84179, 20210405, 2
84179, 20210504, 2
84179, 20210623, 2
84179, 20210624, 2
84181, 20210404, 1
84181, 20210501, 1
84182, 20210404, 1
84182, 20210501, 1
84183, 20210404, 1
84183, 20210501, 1
84184, 20210404, 1
84184, 20210501, 1
84185, 20210404, 1
84185, 20210501, 1
84186, 20210404, 1
84186, 20210501, 1
84187, 20210404, 1
84187, 20210501, 1
84188, 20210404, 1
84188, 20210501, 1
84189, 20210404, 1
84189, 20210501, 1
84190, 20210404, 1
84190, 20210501, 1
84195, 20210405, 2
84195, 20210501, 2
84195, 20210504, 2
84195, 20210623, 2
84195, 20210624, 2
84196, 20210405, 2
84196, 20210501, 2
84196, 20210504, 2
84196, 20210623, 2
84196, 20210624, 2
84197, 20210405, 2
84197, 20210504, 2
84197, 20210623, 2
84197, 20210624, 2
84198, 20210405, 2
84198, 20210504, 2
84198, 20210623, 2
84198, 20210624, 2
84199, 20210405, 2
84199, 20210501, 2
84199, 20210504, 2
84199, 20210623, 2
84199, 20210624, 2
84200, 20210405, 2
84200, 20210501, 2
84200, 20210504, 2
84200, 20210623, 2
84200, 20210624, 2
84220, 20210405, 2
84220, 20210501, 2
84220, 20210504, 2
84220, 20210623, 2
84220, 20210624, 2
84226, 20210405, 2
84226, 20210501, 2
84226, 20210504, 2
84226, 20210623, 2
84226, 20210624, 2
84227, 20210405, 2
84227, 20210504, 2
84227, 20210623, 2
84227, 20210624, 2
84237, 20210405, 2
84237, 20210504, 2
84237, 20210623, 2
84237, 20210624, 2
84238, 20210405, 2
84238, 20210504, 2
84238, 20210623, 2
84238, 20210624, 2
84239, 20210405, 2
84239, 20210501, 2
84239, 20210504, 2
84239, 20210623, 2
84239, 20210624, 2
84240, 20210405, 2
84240, 20210504, 2
84240, 20210623, 2
84240, 20210624, 2
84246, 20210405, 2
84246, 20210504, 2
84246, 20210623, 2
84246, 20210624, 2
84247, 20210405, 2
84247, 20210501, 2
84247, 20210504, 2
84247, 20210623, 2
84247, 20210624, 2
88071, 20210402, 2
88071, 20210405, 2
88072, 20210402, 2
88072, 20210405, 2
88073, 20210402, 2
88073, 20210405, 2
88075, 20210320, 2
88075, 20210321, 2
88075, 20210327, 2
88075, 20210328, 2
88075, 20210403, 2
88075, 20210404, 2
88075, 20210501, 1
88078, 20210319, 2
88078, 20210322, 2
88078, 20210323, 2
88078, 20210324, 2
88078, 20210325, 2
88078, 20210326, 2
88078, 20210329, 2
88078, 20210330, 2
88078, 20210331, 2
88078, 20210401, 2
88078, 20210402, 2
88078, 20210405, 2
88079, 20210402, 2
88079, 20210405, 2
88080, 20210322, 2
88080, 20210329, 2
88080, 20210405, 2
88081, 20210402, 2
88081, 20210405, 2
88437, 20210319, 2
88437, 20210322, 2
88437, 20210323, 2
88437, 20210324, 2
88437, 20210325, 2
88437, 20210326, 2
88437, 20210329, 2
88437, 20210330, 2
88437, 20210331, 2
88437, 20210401, 2
88437, 20210402, 2
88437, 20210405, 2
88437, 20210406, 2
88455, 20210504, 2
88456, 20210504, 2
88459, 20210319, 2
88459, 20210322, 2
88459, 20210326, 2
88459, 20210329, 2
88459, 20210402, 1
88459, 20210405, 1
88460, 20210319, 2
88460, 20210322, 2
88460, 20210326, 2
88460, 20210329, 2
88460, 20210402, 1
88460, 20210405, 1
88464, 20210504, 2
88465, 20210504, 2
88468, 20210319, 1
88468, 20210322, 1
88468, 20210323, 1
88468, 20210324, 1
88468, 20210325, 1
88468, 20210326, 1
88468, 20210329, 1
88468, 20210330, 1
88468, 20210331, 1
88468, 20210401, 1
88468, 20210402, 1
88468, 20210405, 1
88468, 20210406, 1
88469, 20210504, 2
88470, 20210322, 1
88470, 20210323, 1
88470, 20210324, 1
88470, 20210325, 1
88470, 20210329, 1
88470, 20210330, 1
88470, 20210331, 1
88470, 20210401, 1
88470, 20210405, 1
88470, 20210406, 1
88471, 20210504, 2
88472, 20210504, 2
88478, 20210319, 2
88478, 20210326, 2
88478, 20210402, 2
88480, 20210319, 1
88480, 20210326, 1
88480, 20210402, 1
88491, 20210504, 2
88492, 20210504, 2
88493, 20210504, 2
88494, 20210504, 2
88499, 20210504, 2
88500, 20210504, 2
88501, 20210504, 2
88502, 20210504, 2
88523, 20210504, 2
88525, 20210504, 2
88528, 20210504, 2
88529, 20210504, 2
88532, 20210319, 2
88532, 20210320, 2
88532, 20210322, 2
88532, 20210323, 2
88532, 20210324, 2
88532, 20210325, 2
88532, 20210326, 2
88532, 20210327, 2
88532, 20210329, 2
88532, 20210330, 2
88532, 20210331, 2
88532, 20210401, 2
88532, 20210402, 2
88532, 20210403, 2
88532, 20210405, 2
88532, 20210406, 2
88533, 20210319, 2
88533, 20210320, 2
88533, 20210322, 2
88533, 20210323, 2
88533, 20210324, 2
88533, 20210325, 2
88533, 20210326, 2
88533, 20210327, 2
88533, 20210329, 2
88533, 20210330, 2
88533, 20210331, 2
88533, 20210401, 2
88533, 20210402, 2
88533, 20210403, 2
88533, 20210405, 2
88533, 20210406, 2
88534, 20210504, 2
88535, 20210504, 2
88566, 20210504, 2
88577, 20210319, 1
88577, 20210322, 1
88577, 20210324, 1
88577, 20210325, 1
88577, 20210326, 1
88577, 20210329, 1
88577, 20210331, 1
88577, 20210401, 1
88577, 20210402, 1
88577, 20210405, 1
88581, 20210504, 2
88582, 20210504, 2
88588, 20210319, 1
88588, 20210322, 1
88588, 20210323, 1
88588, 20210324, 1
88588, 20210325, 1
88588, 20210326, 1
88588, 20210329, 1
88588, 20210330, 1
88588, 20210331, 1
88588, 20210401, 1
88588, 20210402, 1
88588, 20210405, 1
88588, 20210406, 1
88589, 20210504, 2
88592, 20210319, 2
88592, 20210322, 2
88592, 20210323, 2
88592, 20210324, 2
88592, 20210325, 2
88592, 20210326, 2
88592, 20210329, 2
88592, 20210330, 2
88592, 20210331, 2
88592, 20210401, 2
88592, 20210402, 1
88592, 20210405, 1
88592, 20210406, 2
88593, 20210504, 2
88594, 20210504, 2
88595, 20210504, 2
88596, 20210504, 2
88597, 20210319, 2
88597, 20210322, 2
88597, 20210323, 2
88597, 20210324, 2
88597, 20210325, 2
88597, 20210326, 2
88597, 20210329, 2
88597, 20210330, 2
88597, 20210331, 2
88597, 20210401, 2
88597, 20210402, 1
88597, 20210405, 1
88597, 20210406, 2
88598, 20210319, 2
88598, 20210322, 2
88598, 20210323, 2
88598, 20210324, 2
88598, 20210325, 2
88598, 20210326, 2
88598, 20210329, 2
88598, 20210330, 2
88598, 20210331, 2
88598, 20210401, 2
88598, 20210402, 1
88598, 20210405, 1
88598, 20210406, 2
88599, 20210319, 2
88599, 20210322, 2
88599, 20210323, 2
88599, 20210324, 2
88599, 20210325, 2
88599, 20210326, 2
88599, 20210329, 2
88599, 20210330, 2
88599, 20210331, 2
88599, 20210401, 2
88599, 20210402, 1
88599, 20210405, 1
88599, 20210406, 2
88600, 20210504, 2
88601, 20210504, 2
88603, 20210504, 2
88605, 20210504, 2
88606, 20210319, 1
88606, 20210322, 1
88606, 20210323, 1
88606, 20210324, 1
88606, 20210325, 1
88606, 20210326, 1
88606, 20210329, 1
88606, 20210330, 1
88606, 20210331, 1
88606, 20210401, 1
88606, 20210402, 1
88606, 20210405, 1
88606, 20210406, 1
88607, 20210504, 2
88613, 20210319, 1
88613, 20210322, 1
88613, 20210323, 1
88613, 20210324, 1
88613, 20210325, 1
88613, 20210326, 1
88613, 20210329, 1
88613, 20210330, 1
88613, 20210331, 1
88613, 20210401, 1
88613, 20210402, 1
88613, 20210405, 1
88613, 20210406, 1
88615, 20210504, 2
88629, 20210319, 1
88629, 20210322, 1
88629, 20210323, 1
88629, 20210324, 1
88629, 20210325, 1
88629, 20210326, 1
88629, 20210329, 1
88629, 20210330, 1
88629, 20210331, 1
88629, 20210401, 1
88629, 20210402, 1
88629, 20210405, 1
88629, 20210406, 1
88630, 20210319, 1
88630, 20210322, 1
88630, 20210323, 1
88630, 20210324, 1
88630, 20210325, 1
88630, 20210326, 1
88630, 20210329, 1
88630, 20210330, 1
88630, 20210331, 1
88630, 20210401, 1
88630, 20210402, 1
88630, 20210405, 1
88630, 20210406, 1
88631, 20210504, 2
88632, 20210504, 2
88638, 20210321, 2
88638, 20210328, 2
88638, 20210404, 2
88641, 20210504, 2
88642, 20210504, 2
88646, 20210324, 1
88646, 20210331, 1
88647, 20210324, 1
88647, 20210331, 1
88648, 20210324, 1
88648, 20210331, 1
88649, 20210324, 1
88649, 20210331, 1
88687, 20210321, 2
88687, 20210328, 2
88687, 20210404, 2
88692, 20210504, 2
88693, 20210504, 2
88694, 20210323, 1
88694, 20210330, 1
88694, 20210406, 1
88695, 20210323, 1
88695, 20210330, 1
88695, 20210406, 1
88710, 20210319, 1
88710, 20210323, 1
88710, 20210324, 1
88710, 20210326, 1
88710, 20210330, 1
88710, 20210331, 1
88710, 20210402, 1
88710, 20210406, 1
88712, 20210319, 1
88712, 20210323, 1
88712, 20210324, 1
88712, 20210326, 1
88712, 20210330, 1
88712, 20210331, 1
88712, 20210402, 1
88712, 20210406, 1
88716, 20210504, 2
88717, 20210504, 2
88719, 20210319, 1
88719, 20210323, 1
88719, 20210324, 1
88719, 20210326, 1
88719, 20210330, 1
88719, 20210331, 1
88719, 20210402, 1
88719, 20210406, 1
88721, 20210504, 2
88722, 20210504, 2
88726, 20210319, 1
88726, 20210322, 1
88726, 20210323, 1
88726, 20210324, 1
88726, 20210325, 1
88726, 20210326, 1
88726, 20210329, 1
88726, 20210330, 1
88726, 20210331, 1
88726, 20210401, 1
88726, 20210402, 1
88726, 20210405, 1
88726, 20210406, 1
88727, 20210504, 2
88732, 20210321, 2
88732, 20210328, 2
88732, 20210404, 2
88737, 20210319, 1
88737, 20210322, 1
88737, 20210323, 1
88737, 20210325, 1
88737, 20210326, 1
88737, 20210329, 1
88737, 20210330, 1
88737, 20210401, 1
88737, 20210402, 1
88737, 20210405, 1
88737, 20210406, 1
88739, 20210324, 1
88739, 20210331, 1
88746, 20210504, 2
88747, 20210504, 2
88748, 20210504, 2
88749, 20210504, 2
88756, 20210322, 1
88756, 20210325, 1
88756, 20210329, 1
88756, 20210401, 1
88756, 20210405, 1
88758, 20210504, 2
88759, 20210504, 2
88764, 20210504, 2
88765, 20210504, 2
88766, 20210504, 2
88767, 20210504, 2
88768, 20210504, 2
88769, 20210504, 2
88770, 20210504, 2
88853, 20210405, 2
88853, 20210504, 2
88853, 20210623, 2
88853, 20210624, 2
88854, 20210405, 2
88854, 20210504, 2
88854, 20210623, 2
88854, 20210624, 2
88855, 20210405, 2
88855, 20210504, 2
88855, 20210623, 2
88855, 20210624, 2
89169, 20210504, 2
89806, 20210504, 2
90788, 20210322, 1
90788, 20210325, 1
90788, 20210329, 1
90788, 20210401, 1
90788, 20210405, 1
90789, 20210319, 1
90789, 20210323, 1
90789, 20210324, 1
