service_id, monday, tuesday, wednesday, thursday, friday, saturday, sunday, start_date, end_date
107359, 1, 1, 1, 1, 1, 0, 1, 20210319, 20210919
107360, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107366, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107367, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210919
107368, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107369, 1, 1, 1, 1, 1, 0, 1, 20210319, 20210919
107374, 1, 0, 1, 1, 0, 0, 0, 20210319, 20210531
107375, 1, 0, 1, 1, 0, 0, 0, 20210319, 20210919
107376, 1, 0, 1, 1, 0, 0, 0, 20210601, 20210831
107377, 1, 0, 1, 1, 0, 0, 0, 20210601, 20210831
107382, 0, 1, 0, 0, 1, 1, 0, 20210319, 20210919
107383, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
107384, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
107385, 0, 1, 0, 0, 1, 0, 0, 20210601, 20210831
107391, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107392, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107393, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107394, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107399, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107400, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107401, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107402, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107407, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107408, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107409, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107410, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107411, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107416, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107417, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107418, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107419, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107424, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107425, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107426, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107427, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107432, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107433, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107434, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107435, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107436, 1, 1, 1, 1, 1, 1, 1, 20210601, 20210831
107441, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210919
107442, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107443, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107444, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107449, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210919
107450, 1, 1, 1, 1, 0, 0, 1, 20210319, 20210919
107451, 1, 1, 1, 1, 0, 0, 1, 20210319, 20210919
107452, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107457, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210919
107458, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107459, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210919
107460, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107461, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107466, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107467, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107468, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107469, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107474, 1, 1, 1, 1, 1, 1, 1, 20210415, 20210919
107475, 1, 1, 1, 1, 1, 1, 1, 20210415, 20210514
107476, 1, 1, 1, 1, 1, 1, 1, 20210415, 20210919
107477, 1, 1, 1, 1, 1, 1, 1, 20210415, 20210919
107483, 1, 1, 1, 1, 1, 1, 1, 20210515, 20210915
107484, 0, 0, 0, 0, 0, 1, 0, 20210515, 20210915
107485, 1, 1, 1, 1, 1, 0, 1, 20210515, 20210915
107486, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107491, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107492, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107493, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107494, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107499, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107500, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107501, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107502, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107508, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107509, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107510, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107511, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107516, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107517, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107518, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107519, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
109254, 1, 0, 1, 0, 1, 0, 0, 20210407, 20210531
109255, 0, 1, 0, 1, 0, 0, 0, 20210407, 20210531
109256, 1, 1, 0, 0, 1, 1, 0, 20210601, 20210831
109257, 1, 1, 0, 0, 0, 1, 0, 20210601, 20210831
109262, 1, 1, 0, 0, 0, 1, 0, 20210601, 20210831
109263, 0, 0, 0, 0, 0, 1, 0, 20210407, 20210531
109264, 0, 0, 0, 1, 0, 0, 0, 20210601, 20210831
109265, 1, 1, 0, 0, 1, 1, 0, 20210601, 20210831
109266, 0, 0, 0, 1, 0, 0, 0, 20210601, 20210831
109271, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109272, 1, 0, 1, 0, 1, 0, 0, 20210407, 20210531
109273, 0, 1, 0, 1, 0, 0, 0, 20210407, 20210531
109274, 1, 1, 0, 0, 1, 1, 0, 20210601, 20210831
109279, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109280, 1, 1, 1, 0, 1, 0, 0, 20210601, 20210831
109281, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109282, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
109287, 0, 1, 0, 0, 0, 0, 0, 20210319, 20210919
109288, 0, 1, 0, 0, 0, 0, 0, 20210319, 20210919
109289, 0, 0, 0, 1, 0, 0, 0, 20210319, 20210919
109290, 0, 0, 0, 1, 0, 0, 0, 20210319, 20210919
109291, 1, 0, 0, 0, 0, 0, 0, 20210407, 20210531
109296, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
109297, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
109298, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109299, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109304, 0, 0, 0, 1, 0, 0, 0, 20210601, 20210831
109305, 1, 0, 0, 1, 0, 0, 0, 20210601, 20210831
109306, 1, 0, 0, 1, 0, 0, 0, 20210601, 20210831
109307, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109313, 0, 0, 0, 1, 0, 0, 0, 20210319, 20210919
109314, 0, 0, 0, 1, 0, 0, 0, 20210319, 20210919
109315, 1, 1, 1, 0, 1, 0, 0, 20210319, 20210919
109316, 1, 1, 1, 0, 1, 0, 0, 20210319, 20210919
109321, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109322, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109323, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
109324, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
109329, 0, 0, 0, 1, 0, 1, 0, 20210319, 20210919
109330, 1, 0, 0, 0, 0, 0, 0, 20210407, 20210531
109331, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109332, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109338, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
109339, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
109340, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
109341, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109346, 1, 0, 1, 0, 1, 0, 0, 20210407, 20210531
109347, 1, 0, 1, 0, 1, 0, 0, 20210601, 20210831
109348, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210919
109349, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210919
109354, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109355, 0, 1, 1, 0, 1, 0, 0, 20210601, 20210831
109356, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
109357, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
109358, 1, 0, 0, 0, 0, 0, 0, 20210407, 20210531
109363, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109364, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109365, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109366, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109371, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109372, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109373, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109374, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109379, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109380, 0, 1, 0, 0, 0, 1, 0, 20210601, 20210731
109381, 0, 1, 0, 0, 0, 1, 0, 20210601, 20210731
109382, 1, 0, 1, 1, 1, 0, 0, 20210601, 20210731
109383, 1, 0, 1, 1, 1, 0, 0, 20210601, 20210731
109388, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109389, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109390, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109391, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109396, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109397, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109398, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109399, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109404, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109405, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109406, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109407, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109408, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109413, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109414, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109415, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109416, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109421, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109422, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109423, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109424, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109430, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210630
109431, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109432, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109433, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109438, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109439, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109440, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109441, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210630
109446, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109447, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109448, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109449, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109455, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109456, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109457, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109458, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109463, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109464, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210731
109465, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210731
109466, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210731
109471, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210731
109472, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210731
109473, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109474, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109475, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109480, 1, 0, 1, 0, 1, 0, 0, 20210601, 20210731
109481, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109482, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109483, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109488, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109489, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109490, 1, 0, 1, 0, 1, 0, 0, 20210601, 20210731
109491, 1, 0, 1, 0, 1, 0, 0, 20210601, 20210731
109496, 1, 1, 1, 1, 0, 0, 0, 20210407, 20210531
109497, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109498, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109499, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109500, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109505, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210731
109506, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210731
109507, 1, 1, 1, 1, 0, 0, 0, 20210319, 20210731
109508, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109513, 1, 0, 0, 0, 0, 0, 0, 20210319, 20210731
109514, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210731
109515, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210731
109516, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109521, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109522, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109523, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109524, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109525, 0, 1, 0, 0, 1, 0, 0, 20210501, 20210731
109530, 0, 0, 1, 0, 1, 0, 0, 20210601, 20210731
109531, 0, 0, 1, 0, 1, 0, 0, 20210601, 20210731
109532, 0, 0, 1, 0, 0, 0, 0, 20210601, 20210731
109533, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109538, 1, 1, 0, 1, 0, 0, 0, 20210601, 20210731
109539, 1, 1, 1, 1, 0, 0, 0, 20210319, 20210731
109540, 1, 1, 1, 1, 0, 0, 0, 20210319, 20210731
109541, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210731
109547, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109548, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109549, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109550, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109555, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210430
109556, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210430
109557, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109558, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109563, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109564, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109565, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109566, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109572, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109573, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109574, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109575, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109580, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109581, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109582, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109583, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210731
109588, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109589, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210731
109590, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109591, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109592, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109597, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
109598, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
109599, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
107524, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210831
107525, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210831
107526, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210831
107527, 0, 1, 0, 1, 0, 0, 0, 20210601, 20210831
107528, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107533, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107534, 0, 1, 0, 0, 0, 1, 0, 20210319, 20210919
107535, 0, 1, 0, 0, 0, 1, 0, 20210319, 20210919
107536, 1, 0, 0, 1, 1, 0, 1, 20210319, 20210919
107541, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210919
107542, 1, 0, 0, 1, 1, 0, 1, 20210319, 20210919
107543, 1, 0, 0, 1, 1, 0, 1, 20210319, 20210919
107544, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107549, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107550, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107551, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107552, 0, 1, 0, 1, 0, 1, 0, 20210319, 20210919
107553, 0, 1, 0, 1, 0, 1, 0, 20210319, 20210919
107558, 0, 1, 0, 0, 0, 0, 0, 20210319, 20210919
107559, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
107560, 1, 0, 1, 1, 1, 0, 0, 20210407, 20210531
107561, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
107566, 0, 1, 0, 1, 0, 0, 0, 20210319, 20210919
107567, 0, 1, 0, 1, 0, 0, 0, 20210319, 20210919
107568, 0, 1, 0, 1, 0, 0, 0, 20210319, 20210919
107569, 0, 1, 0, 1, 0, 0, 0, 20210319, 20210919
107702, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107703, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
107708, 1, 0, 0, 0, 0, 0, 0, 20210319, 20210919
107709, 0, 0, 0, 0, 1, 1, 0, 20210319, 20210919
107710, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107711, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210919
107717, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107718, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210919
107719, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107720, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107725, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107726, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107727, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107728, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107733, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107734, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107735, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107736, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107742, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107743, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107744, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107745, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107750, 1, 1, 1, 1, 1, 0, 1, 20210319, 20210919
107751, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107752, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107753, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107759, 0, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107760, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107769, 1, 0, 0, 0, 0, 0, 0, 20210319, 20210919
107775, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107778, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107785, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107794, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107800, 0, 0, 0, 0, 0, 0, 1, 20210319, 20210919
107803, 0, 0, 0, 0, 1, 1, 0, 20210319, 20210919
107810, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107819, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107825, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107828, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107834, 1, 0, 0, 0, 1, 0, 0, 20210319, 20210919
107842, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107843, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107844, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107845, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107850, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210919
107851, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107852, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107853, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107859, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107860, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210919
107861, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107862, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210919
107867, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107868, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210919
107869, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210620
107870, 0, 1, 0, 1, 0, 0, 0, 20210621, 20210831
107875, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210620
107876, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210620
107877, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210620
107878, 0, 1, 0, 1, 1, 0, 0, 20210621, 20210831
107884, 0, 1, 0, 1, 1, 0, 0, 20210621, 20210831
107885, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210620
109600, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
109605, 0, 0, 0, 0, 1, 0, 0, 20210319, 20210731
109606, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109607, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210531
109608, 0, 0, 0, 0, 0, 1, 0, 20210319, 20210731
109613, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109614, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109615, 1, 1, 1, 1, 1, 0, 0, 20210601, 20210731
109616, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109617, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109622, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109623, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109624, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109625, 1, 1, 1, 1, 1, 0, 0, 20210407, 20210531
109630, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109631, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109632, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109633, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109638, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109639, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109640, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109641, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109642, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109647, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109648, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109649, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109650, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109655, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109656, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109657, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109658, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109664, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109665, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109666, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109667, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109672, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109673, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109674, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210731
109675, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109680, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109681, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109682, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109683, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210731
109797, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109798, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109799, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210731
109800, 0, 0, 0, 0, 0, 1, 1, 20210319, 20210731
109806, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109807, 1, 1, 1, 1, 1, 0, 0, 20210501, 20210731
109808, 1, 1, 1, 1, 1, 0, 0, 20210501, 20210731
109809, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210430
109814, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109815, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109816, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109817, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
109822, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
109823, 0, 0, 1, 0, 0, 0, 0, 20210319, 20210731
109824, 1, 0, 0, 0, 0, 0, 0, 20210319, 20210731
109825, 1, 0, 0, 0, 0, 0, 0, 20210319, 20210731
109831, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109832, 1, 1, 0, 1, 1, 0, 0, 20210319, 20210731
109833, 1, 1, 0, 1, 1, 0, 0, 20210319, 20210731
109834, 1, 1, 1, 1, 1, 0, 0, 20210319, 20210731
109839, 1, 1, 1, 1, 1, 1, 0, 20210319, 20210731
109840, 1, 1, 1, 1, 1, 1, 1, 20210319, 20210731
